alert_id,customer_id,customer_segment,customer_tenure_years,country,counterparty_country,txn_amount,txn_type,counterparty,alert_reason,prior_alerts_90d,is_true_positive
AL001669,C90973,business,18,SG,SG,41617.13,ach,CP1732,dormant_reactivation,3,0
AL001670,C15325,retail,8,JP,CA,43356.72,ach,CP1830,pep_match,0,0
AL001671,C20811,retail,7,FR,DE,5000.0,card,CP2574,round_amount,1,0
AL001672,C12381,retail,25,CA,JP,13105.07,ach,CP4098,dormant_reactivation,2,0
AL001673,C59160,retail,0,NG,JP,8509.43,wire,CP5102,structuring,0,0
AL001674,C94405,retail,17,MX,BR,10000.0,cash,CP1262,round_amount,0,0
AL001675,C10147,business,24,CA,GB,9229.23,ach,CP3445,structuring,1,0
AL001676,C56990,business,14,US,CA,25000.0,ach,CP4156,round_amount,3,0
AL001677,C28283,retail,24,DE,SG,2601.11,wire,CP6439,sanctions_match,1,0
AL001678,C62111,retail,0,AU,NG,9522.0,card,CP2874,structuring,0,0
AL001679,C28785,business,17,GB,FR,50000.0,wire,CP8508,round_amount,0,0
AL001680,C13848,retail,11,GB,GB,19700.16,card,CP5333,high_risk_geo,0,1
AL001681,C43888,business,23,US,AU,25000.0,wire,CP6112,round_amount,2,0
AL001682,C13296,retail,9,FR,GB,50000.0,card,CP2754,round_amount,2,0
AL001683,C65293,retail,11,US,DE,15594.56,card,CP2361,dormant_reactivation,0,0
AL001684,C61673,retail,21,GB,JP,5257.53,ach,CP8422,pep_match,2,0
AL001685,C20038,business,4,AU,AU,4662.82,cash,CP8240,velocity,5,0
AL001686,C17876,business,21,SG,FR,31252.56,ach,CP4402,pep_match,2,0
AL001687,C45635,retail,4,CA,MX,16312.51,card,CP4432,high_risk_geo,5,0
AL001688,C43132,retail,25,AU,BR,8047.21,wire,CP6837,high_risk_geo,0,0
AL001689,C23248,retail,2,GB,AU,34609.63,card,CP9078,dormant_reactivation,1,0
AL001690,C86907,private,7,CA,SG,7805.52,ach,CP5710,structuring,0,0
AL001691,C12396,retail,12,TR,FR,21027.42,ach,CP6690,high_risk_geo,8,0
AL001692,C34443,business,8,AE,GB,43932.5,ach,CP5049,pep_match,1,1
AL001693,C76222,business,22,AU,AU,206037.01,wire,CP7308,sanctions_match,0,0
AL001694,C16487,retail,19,GB,DE,148871.29,ach,CP2313,sanctions_match,1,0
AL001695,C71162,retail,23,US,SG,6015.47,wire,CP7798,pep_match,1,0
AL001696,C76496,retail,24,AU,TR,49387.2,ach,CP5233,pep_match,1,0
AL001697,C54659,retail,6,SG,MX,18360.0,wire,CP4661,pep_match,0,0
AL001698,C28035,retail,23,CA,GB,15569.69,card,CP8667,high_risk_geo,0,1
AL001699,C30267,retail,24,DE,AU,106974.62,ach,CP3126,sanctions_match,0,0
AL001700,C64948,business,7,AU,SG,6206.6,wire,CP2737,pep_match,0,1
AL001701,C43671,business,0,FR,JP,17724.52,card,CP5803,pep_match,0,0
AL001702,C88966,retail,25,DE,TR,9924.91,wire,CP7265,structuring,1,0
AL001703,C25518,retail,2,MX,SG,97538.92,ach,CP5028,sanctions_match,1,0
AL001704,C60907,retail,9,SY,GB,80802.59,cash,CP2191,sanctions_match,2,0
AL001705,C37771,retail,5,TR,US,32509.13,cash,CP2843,pep_match,3,0
AL001706,C88733,retail,3,ZA,FR,6319.17,wire,CP2222,high_risk_geo,0,0
AL001707,C82096,business,24,DE,CA,4562.38,ach,CP7359,velocity,1,0
AL001708,C46193,retail,0,DE,JP,8478.59,wire,CP9170,structuring,0,0
AL001709,C24570,retail,10,GB,AU,47965.98,ach,CP3241,pep_match,0,0
AL001710,C22905,retail,18,SG,MX,5104.33,wire,CP6592,pep_match,0,0
AL001711,C58471,retail,25,US,SG,8297.31,ach,CP5590,structuring,0,0
AL001712,C57402,retail,16,GB,CA,5000.0,wire,CP7295,round_amount,0,0
AL001713,C79478,business,9,SG,DE,5000.0,wire,CP1261,round_amount,0,0
AL001714,C83744,private,12,SY,MX,219335.23,cash,CP3830,high_risk_geo,1,1
AL001715,C68811,retail,9,AU,AU,9756.77,wire,CP7825,structuring,0,0
AL001716,C54336,retail,22,SG,AU,10502.35,ach,CP4411,dormant_reactivation,0,0
AL001717,C72283,private,23,RU,GB,3038.52,wire,CP1853,velocity,0,0
AL001718,C40843,retail,24,US,AU,18588.47,wire,CP5255,high_risk_geo,1,0
AL001719,C43734,retail,14,GB,AU,4373.64,card,CP1144,dormant_reactivation,1,0
AL001720,C43382,retail,22,JP,US,23789.76,ach,CP3601,dormant_reactivation,0,0
AL001721,C69695,retail,23,US,FR,9650.72,ach,CP4379,structuring,2,0
AL001722,C95360,retail,14,GB,TR,5000.0,wire,CP9029,round_amount,0,0
AL001723,C45154,retail,11,SG,GB,194969.73,wire,CP7621,sanctions_match,3,1
AL001724,C13878,retail,25,JP,CA,21356.6,ach,CP3952,pep_match,0,0
AL001725,C20149,private,12,VE,AE,249222.54,card,CP1992,sanctions_match,0,1
AL001726,C15156,retail,14,CA,US,9565.63,wire,CP6610,structuring,3,0
AL001727,C39343,retail,8,MX,DE,8705.06,ach,CP2853,structuring,0,0
AL001728,C62127,business,18,FR,AU,9805.78,wire,CP6326,structuring,0,1
AL001729,C30709,retail,4,JP,JP,174870.76,wire,CP9081,sanctions_match,1,0
AL001730,C66261,retail,24,TR,AE,19503.31,ach,CP1974,pep_match,0,0
AL001731,C36923,retail,9,AU,JP,8747.94,card,CP9015,pep_match,1,0
AL001732,C57629,retail,13,JP,US,22183.25,ach,CP7763,high_risk_geo,2,0
AL001733,C20191,business,5,US,CA,24196.61,card,CP7085,high_risk_geo,1,0
AL001734,C55678,private,5,KP,MX,2733.96,card,CP4152,velocity,1,0
AL001735,C17782,retail,10,GB,CA,38914.08,ach,CP2859,sanctions_match,1,0
AL001736,C37282,retail,25,JP,US,9673.14,ach,CP4172,structuring,2,0
AL001737,C55458,private,25,GB,DE,10000.0,ach,CP9820,round_amount,0,0
AL001738,C88439,business,14,GB,MX,13657.1,wire,CP7435,pep_match,1,0
AL001739,C50499,retail,2,ZA,US,36089.41,card,CP7089,sanctions_match,0,0
AL001740,C22817,retail,19,US,FR,4826.76,wire,CP3169,dormant_reactivation,0,0
AL001741,C29810,retail,8,DE,JP,9382.38,wire,CP9334,structuring,0,0
AL001742,C13466,retail,25,AU,GB,1465.16,ach,CP1073,dormant_reactivation,0,0
AL001743,C53498,retail,11,FR,GB,352.37,wire,CP6810,velocity,0,0
AL001744,C67883,retail,1,DE,GB,145680.73,wire,CP8948,sanctions_match,0,0
AL001745,C40967,business,2,GB,GB,3477.5,wire,CP5167,velocity,0,0
AL001746,C85311,retail,15,CA,US,3869.72,ach,CP4248,velocity,0,0
AL001747,C81159,business,5,TR,AU,521.61,card,CP5748,velocity,3,0
AL001748,C52026,business,5,JP,JP,26459.13,wire,CP8163,dormant_reactivation,1,0
AL001749,C57502,private,18,AU,AE,25494.19,ach,CP5999,dormant_reactivation,0,0
AL001750,C55922,business,5,NG,NG,446.76,ach,CP1141,velocity,0,0
AL001751,C63895,private,14,JP,NG,20405.6,cash,CP4091,dormant_reactivation,8,0
AL001752,C84675,retail,8,GB,CA,47299.05,cash,CP3867,pep_match,0,0
AL001753,C16896,retail,10,AU,SG,34027.53,ach,CP6919,sanctions_match,0,0
AL001754,C85356,retail,23,SG,NG,5181.38,wire,CP4598,sanctions_match,0,0
AL001755,C16131,retail,12,GB,FR,23291.28,wire,CP7879,pep_match,1,0
AL001756,C17194,business,23,TR,US,2029.87,ach,CP8766,velocity,3,0
AL001757,C21813,business,6,BR,JP,4173.98,ach,CP8285,sanctions_match,0,0
AL001758,C90900,business,20,DE,DE,44325.74,cash,CP5243,pep_match,0,0
AL001759,C35772,retail,9,AU,DE,5137.26,ach,CP8532,dormant_reactivation,3,0
AL001760,C48314,retail,25,AU,SG,5000.0,ach,CP3950,round_amount,1,0
AL001761,C21343,retail,17,FR,AE,25000.0,card,CP9100,round_amount,0,0
AL001762,C45038,retail,9,GB,GB,220610.1,wire,CP2274,sanctions_match,0,0
AL001763,C11412,private,14,FR,JP,9979.26,card,CP3711,pep_match,1,0
AL001764,C32669,retail,8,JP,AU,38101.04,ach,CP4241,pep_match,1,0
AL001765,C73138,retail,20,FR,US,149107.22,wire,CP5389,sanctions_match,3,0
AL001766,C98075,retail,17,FR,US,39944.54,ach,CP8001,pep_match,0,1
AL001767,C16714,retail,8,AU,FR,8797.79,card,CP7491,structuring,0,1
AL001768,C60816,private,4,SG,MX,25000.0,card,CP4831,round_amount,2,0
AL001769,C17839,retail,19,AE,FR,4538.97,ach,CP3443,dormant_reactivation,0,0
AL001770,C83675,retail,14,TR,CA,194379.21,ach,CP7308,sanctions_match,0,0
AL001771,C65680,retail,14,SY,AU,84696.5,wire,CP9342,sanctions_match,1,1
AL001772,C27778,retail,3,SG,DE,204447.13,ach,CP3998,sanctions_match,2,0
AL001773,C76462,private,14,SG,MM,3891.7,ach,CP8059,velocity,2,0
AL001774,C32172,retail,6,JP,US,50000.0,cash,CP9438,round_amount,1,0
AL001775,C97915,retail,10,ZA,AU,185601.8,ach,CP5959,sanctions_match,8,0
AL001776,C62621,retail,24,CA,US,3257.16,ach,CP8254,velocity,2,0
AL001777,C86050,retail,0,GB,AE,10000.0,ach,CP3905,round_amount,5,0
AL001778,C52317,private,4,CA,ZA,26918.09,wire,CP4343,pep_match,0,0
AL001779,C48264,private,5,CA,US,134577.73,card,CP3584,high_risk_geo,1,0
AL001780,C12526,retail,20,DE,IR,38599.92,card,CP2850,dormant_reactivation,0,0
AL001781,C58216,retail,14,AU,AU,8592.64,ach,CP5234,high_risk_geo,2,0
AL001782,C98905,business,25,FR,FR,39360.21,card,CP2234,dormant_reactivation,1,0
AL001783,C55054,retail,7,AU,US,50000.0,card,CP9645,round_amount,0,0
AL001784,C53066,retail,20,US,FR,29129.75,cash,CP1024,pep_match,0,0
AL001785,C36684,retail,14,US,US,24546.53,ach,CP1509,high_risk_geo,0,0
AL001786,C48795,retail,5,CA,AU,8957.84,ach,CP5901,structuring,0,0
AL001787,C34097,business,10,US,US,10000.0,ach,CP8650,round_amount,1,0
AL001788,C32477,retail,12,AU,AU,18708.46,cash,CP8737,high_risk_geo,3,0
AL001789,C65217,retail,25,US,US,9168.53,ach,CP4188,structuring,1,1
AL001790,C78409,retail,8,MX,JP,29824.13,ach,CP8938,pep_match,0,0
AL001791,C38173,business,21,US,FR,33163.81,ach,CP7681,pep_match,0,0
AL001792,C17706,retail,18,GB,BR,1280.79,wire,CP5094,velocity,3,0
AL001793,C56128,retail,22,SG,FR,8622.2,wire,CP6814,structuring,2,0
AL001794,C41859,retail,8,FR,CA,26732.87,ach,CP7555,dormant_reactivation,0,0
AL001795,C29958,business,22,GB,SG,10000.0,ach,CP4237,round_amount,0,0
AL001796,C58867,business,18,US,SG,20509.26,card,CP6085,high_risk_geo,0,1
AL001797,C26883,retail,13,GB,US,970.68,ach,CP1181,velocity,0,0
AL001798,C88750,retail,19,SG,ZA,13163.63,wire,CP3528,high_risk_geo,0,0
AL001799,C34548,retail,15,DE,SG,48632.37,ach,CP7097,pep_match,0,0
AL001800,C42377,business,8,FR,FR,8453.33,ach,CP2567,high_risk_geo,2,0
AL001801,C47957,retail,0,DE,VE,39112.09,wire,CP5874,sanctions_match,0,0
AL001802,C95467,retail,25,MM,AU,9639.77,cash,CP4716,structuring,3,1
AL001803,C29963,business,18,NG,AE,8458.14,wire,CP9905,structuring,0,0
AL001804,C11488,retail,4,AU,AU,840.86,cash,CP6398,velocity,3,0
AL001805,C66112,retail,15,GB,GB,8537.67,wire,CP2676,structuring,1,0
AL001806,C96360,retail,0,AU,US,49389.32,ach,CP6971,dormant_reactivation,0,0
AL001807,C95411,retail,15,BR,AU,234143.6,ach,CP5757,sanctions_match,0,1
AL001808,C96068,business,7,DE,FR,25000.0,wire,CP4181,round_amount,0,0
AL001809,C55824,retail,2,AU,US,50000.0,ach,CP2017,round_amount,1,0
AL001810,C87435,retail,19,GB,TR,16809.59,ach,CP4248,dormant_reactivation,2,0
AL001811,C47566,retail,8,SG,FR,9355.65,wire,CP1001,dormant_reactivation,8,0
AL001812,C71660,private,0,US,AU,6607.81,wire,CP7775,pep_match,8,0
AL001813,C96168,retail,15,CA,US,27956.68,cash,CP3727,dormant_reactivation,0,0
AL001814,C76700,business,17,CA,AU,9927.81,wire,CP1023,structuring,2,0
AL001815,C97697,retail,25,CA,CA,4481.23,ach,CP6992,velocity,0,0
AL001816,C11651,retail,7,AU,SG,23745.19,wire,CP6103,pep_match,0,0
AL001817,C13163,retail,2,FR,KP,23462.39,cash,CP4424,high_risk_geo,0,0
AL001818,C46529,retail,12,GB,US,8925.09,card,CP1344,structuring,0,0
AL001819,C67321,retail,12,US,JP,9131.7,ach,CP4385,structuring,5,1
AL001820,C12708,business,9,JP,GB,7921.53,wire,CP9243,structuring,8,1
AL001821,C90626,business,3,BR,SG,149346.93,wire,CP2518,sanctions_match,1,0
AL001822,C22615,retail,12,FR,AE,50323.19,card,CP6493,sanctions_match,0,0
AL001823,C69614,retail,12,US,AU,8208.37,wire,CP3603,structuring,1,1
AL001824,C17432,retail,15,SG,SG,25000.0,ach,CP9713,round_amount,0,0
AL001825,C85011,retail,2,GB,TR,111226.36,wire,CP6553,sanctions_match,0,0
AL001826,C85526,private,5,BR,RU,19496.8,ach,CP7159,pep_match,3,0
AL001827,C68775,business,15,US,AU,185095.85,ach,CP1097,sanctions_match,0,0
AL001828,C58623,retail,13,AU,US,10000.0,wire,CP1721,round_amount,0,0
AL001829,C86892,retail,0,CA,AU,4195.23,ach,CP1717,velocity,1,0
AL001830,C36218,retail,8,IR,TR,1634.86,ach,CP8537,dormant_reactivation,0,0
AL001831,C91694,private,12,NG,TR,5783.27,ach,CP9739,pep_match,0,1
AL001832,C27965,retail,20,SG,SG,3324.85,wire,CP1718,velocity,0,0
AL001833,C81830,retail,17,FR,JP,8925.21,wire,CP7378,structuring,0,1
AL001834,C99892,retail,5,DE,FR,16642.53,card,CP7078,pep_match,0,0
AL001835,C28289,retail,3,SG,AU,5000.0,wire,CP6072,round_amount,2,0
AL001836,C18242,retail,6,US,GB,21195.65,card,CP6996,pep_match,0,0
AL001837,C22306,retail,2,JP,NG,17428.96,wire,CP6177,sanctions_match,1,0
AL001838,C67978,retail,18,SG,JP,8192.54,ach,CP5347,structuring,0,0
AL001839,C51853,retail,14,FR,JP,8012.59,card,CP8540,structuring,1,0
AL001840,C60900,retail,6,AE,AU,25000.0,card,CP3016,round_amount,0,0
AL001841,C71434,retail,0,JP,SG,3154.65,ach,CP1805,velocity,0,0
AL001842,C23141,private,0,MM,BR,36605.62,ach,CP4041,pep_match,0,0
AL001843,C99471,retail,22,AU,DE,9662.18,wire,CP3183,structuring,1,0
AL001844,C61745,retail,24,RU,US,9702.18,card,CP8539,structuring,0,1
AL001845,C80112,retail,22,NG,GB,50000.0,card,CP6540,round_amount,1,0
AL001846,C39878,retail,13,DE,US,6878.41,ach,CP3870,high_risk_geo,0,0
AL001847,C98167,retail,19,DE,BR,3715.99,ach,CP8917,dormant_reactivation,0,1
AL001848,C84500,retail,14,CA,FR,17236.41,card,CP2137,dormant_reactivation,0,0
AL001849,C66688,retail,5,AE,AU,14360.43,wire,CP3466,pep_match,1,0
AL001850,C62665,business,1,SG,DE,103834.78,cash,CP5894,sanctions_match,1,0
AL001851,C75984,private,10,SG,JP,59891.03,cash,CP5984,sanctions_match,0,1
AL001852,C66928,retail,21,US,FR,2871.56,card,CP8753,dormant_reactivation,0,0
AL001853,C11807,private,13,GB,AU,8613.04,card,CP1655,structuring,2,0
AL001854,C51295,retail,18,JP,AU,13266.13,ach,CP8957,pep_match,0,0
AL001855,C88401,retail,17,DE,MM,28622.5,ach,CP2267,pep_match,1,0
AL001856,C28733,retail,25,ZA,JP,15816.42,card,CP7831,pep_match,1,0
AL001857,C86771,private,5,DE,DE,101451.98,ach,CP9743,high_risk_geo,0,0
AL001858,C99791,business,22,CA,FR,23655.71,wire,CP8379,high_risk_geo,0,1
AL001859,C93489,retail,15,GB,DE,29660.6,ach,CP3647,pep_match,3,0
AL001860,C96148,retail,15,SG,GB,8249.01,ach,CP9956,structuring,0,1
AL001861,C58506,business,8,AU,AU,4036.34,cash,CP7566,dormant_reactivation,1,0
AL001862,C35270,retail,24,FR,JP,13567.63,ach,CP9873,high_risk_geo,0,0
AL001863,C60356,retail,4,SG,AU,6142.64,card,CP7566,pep_match,0,0
AL001864,C78516,retail,10,JP,JP,22591.01,ach,CP7530,dormant_reactivation,5,0
AL001865,C16855,retail,8,JP,MX,247803.91,wire,CP7331,sanctions_match,0,1
AL001866,C23960,retail,11,AU,TR,3432.3,ach,CP3521,velocity,0,0
AL001867,C80046,retail,6,FR,SG,74.44,card,CP7976,velocity,2,0
AL001868,C91554,retail,6,JP,AE,3363.44,wire,CP5887,dormant_reactivation,0,1
AL001869,C80080,business,1,DE,AU,43752.94,cash,CP4659,sanctions_match,0,0
AL001870,C89613,retail,20,FR,DE,3356.47,wire,CP8792,velocity,2,0
AL001871,C61018,retail,3,ZA,TR,13782.25,card,CP5428,pep_match,1,0
AL001872,C11856,retail,16,US,JP,38549.69,cash,CP6273,pep_match,0,0
AL001873,C66648,retail,4,DE,US,2943.17,ach,CP1017,velocity,0,0
AL001874,C28338,retail,19,FR,US,11816.76,wire,CP6441,pep_match,3,0
AL001875,C47447,retail,21,US,FR,7889.5,wire,CP9725,structuring,1,0
AL001876,C78508,retail,8,JP,AE,15576.38,ach,CP3604,dormant_reactivation,0,0
AL001877,C23896,retail,25,GB,MX,32141.11,card,CP7885,pep_match,1,0
AL001878,C46693,retail,22,DE,AU,184338.75,ach,CP3715,sanctions_match,0,0
AL001879,C87379,retail,12,MX,TR,212401.98,ach,CP4500,sanctions_match,1,0
AL001880,C57423,retail,4,CA,CA,100000.0,ach,CP6568,round_amount,0,0
AL001881,C91877,retail,15,US,TR,8092.4,cash,CP9234,structuring,0,1
AL001882,C66152,business,25,GB,TR,100000.0,wire,CP6183,round_amount,1,0
AL001883,C44011,business,14,NG,SG,167939.16,ach,CP2156,sanctions_match,2,0
AL001884,C99848,retail,17,SG,DE,15496.63,card,CP1651,high_risk_geo,3,0
AL001885,C76837,business,18,SG,JP,6296.04,ach,CP7399,high_risk_geo,0,0
AL001886,C62244,retail,0,TR,SG,10000.0,ach,CP2298,round_amount,2,0
AL001887,C30275,retail,25,CA,US,42516.29,cash,CP9847,dormant_reactivation,0,0
AL001888,C88117,retail,12,CA,GB,40459.39,ach,CP1600,pep_match,0,0
AL001889,C77027,business,7,GB,GB,16096.74,ach,CP8154,high_risk_geo,1,0
AL001890,C77969,retail,16,SG,TR,15945.9,ach,CP4691,dormant_reactivation,0,0
AL001891,C96271,business,5,JP,US,24444.55,wire,CP4572,pep_match,0,0
AL001892,C89102,retail,16,US,JP,5000.0,ach,CP4647,round_amount,1,0
AL001893,C50444,retail,2,FR,FR,4910.19,ach,CP8919,velocity,0,0
AL001894,C24920,business,17,CA,DE,39705.28,card,CP6313,dormant_reactivation,0,0
AL001895,C49656,retail,4,CA,SG,22626.65,ach,CP5374,pep_match,0,0
AL001896,C65477,retail,7,FR,SG,21204.11,wire,CP8000,high_risk_geo,2,0
AL001897,C25600,business,21,AE,GB,11385.96,wire,CP6817,high_risk_geo,0,0
AL001898,C61577,retail,7,SG,GB,23200.24,ach,CP4414,high_risk_geo,1,0
AL001899,C49332,private,7,CA,JP,33162.06,ach,CP2482,dormant_reactivation,8,0
AL001900,C71153,retail,25,SY,JP,36995.53,ach,CP4396,dormant_reactivation,1,0
AL001901,C95236,retail,11,SG,AU,9392.47,ach,CP2348,structuring,1,0
AL001902,C22326,business,2,CA,SG,84499.19,card,CP7627,sanctions_match,3,0
AL001903,C17677,retail,15,FR,AE,9525.14,wire,CP5180,structuring,0,0
AL001904,C47829,business,4,SG,MX,184118.03,wire,CP4954,sanctions_match,2,0
AL001905,C86695,business,18,US,BR,31793.86,card,CP7299,pep_match,1,0
AL001906,C20218,private,13,DE,SG,5000.0,ach,CP1024,round_amount,0,0
AL001907,C38859,retail,4,AU,MX,9576.76,card,CP5401,structuring,0,1
AL001908,C90897,retail,13,CA,TR,21998.36,ach,CP1264,dormant_reactivation,0,0
AL001909,C31522,retail,9,ZA,GB,15360.57,card,CP4461,dormant_reactivation,0,1
AL001910,C24423,retail,12,AE,AU,2199.69,ach,CP7287,velocity,2,0
AL001911,C30702,retail,10,AU,JP,45248.88,ach,CP3993,dormant_reactivation,1,0
AL001912,C81771,retail,25,FR,MX,5899.62,wire,CP6298,high_risk_geo,2,0
AL001913,C82001,retail,21,JP,DE,46852.2,card,CP7542,pep_match,2,0
AL001914,C20969,retail,11,DE,FR,10000.0,card,CP7124,round_amount,0,0
AL001915,C51525,retail,16,DE,CA,65548.23,cash,CP4500,sanctions_match,0,0
AL001916,C16785,retail,3,AE,JP,1257.11,ach,CP9656,velocity,0,0
AL001917,C42790,business,2,US,SG,7987.85,wire,CP4749,structuring,0,0
AL001918,C63135,retail,1,GB,US,100000.0,wire,CP9593,round_amount,0,0
AL001919,C96054,retail,13,JP,US,100000.0,ach,CP4242,round_amount,0,0
AL001920,C17108,retail,1,AE,FR,9347.74,wire,CP4031,structuring,0,1
AL001921,C22527,business,4,JP,MM,4554.27,wire,CP2570,velocity,0,0
AL001922,C22510,retail,18,AU,US,79101.76,wire,CP7583,sanctions_match,1,1
AL001923,C97141,retail,18,GB,GB,234.92,card,CP3885,velocity,0,0
AL001924,C85481,retail,9,US,US,3961.18,cash,CP2655,pep_match,0,0
AL001925,C63965,retail,8,JP,AU,199253.46,wire,CP5641,sanctions_match,1,0
AL001926,C86500,retail,0,GB,FR,40247.03,ach,CP9388,pep_match,0,0
AL001927,C41785,retail,20,GB,JP,8757.61,ach,CP5533,structuring,1,0
AL001928,C60285,retail,10,JP,SG,11756.26,ach,CP7623,pep_match,2,0
AL001929,C64598,retail,1,CA,AU,8609.71,wire,CP7823,structuring,1,0
AL001930,C45493,retail,14,JP,AU,29163.92,ach,CP7452,pep_match,0,0
AL001931,C30197,retail,10,DE,AU,9468.54,card,CP5745,structuring,1,0
AL001932,C64833,retail,14,BR,GB,561.13,ach,CP4219,velocity,0,0
AL001933,C85726,private,13,DE,DE,14473.64,ach,CP1428,dormant_reactivation,0,0
AL001934,C96150,retail,24,GB,SG,17778.31,ach,CP2264,high_risk_geo,2,0
AL001935,C13830,retail,22,DE,CA,98716.03,cash,CP5011,sanctions_match,1,0
AL001936,C90418,retail,3,BR,US,10000.0,cash,CP7940,round_amount,2,0
AL001937,C62197,business,3,NG,GB,25000.0,ach,CP4218,round_amount,0,0
AL001938,C48867,retail,20,SG,JP,14042.96,wire,CP6643,dormant_reactivation,1,0
AL001939,C11487,private,20,DE,BR,9438.23,ach,CP4526,structuring,2,0
AL001940,C21590,retail,9,CA,IR,9206.05,cash,CP7717,structuring,0,0
AL001941,C55862,retail,12,AU,DE,8519.71,ach,CP1451,structuring,0,1
AL001942,C45638,retail,7,DE,FR,29338.04,cash,CP4529,dormant_reactivation,0,0
AL001943,C44773,retail,18,SG,DE,13826.87,cash,CP2451,dormant_reactivation,0,0
AL001944,C47083,private,3,RU,DE,18941.4,wire,CP2360,sanctions_match,0,1
AL001945,C62979,private,13,FR,TR,38055.27,ach,CP9917,sanctions_match,3,0
AL001946,C75790,business,24,CA,ZA,61988.73,wire,CP6392,sanctions_match,5,1
AL001947,C22604,retail,18,GB,KP,1027.53,ach,CP8957,velocity,1,0
AL001948,C74947,business,22,AE,AU,20419.45,cash,CP2900,sanctions_match,0,0
AL001949,C10564,retail,14,CA,FR,40882.29,card,CP3647,pep_match,0,0
AL001950,C73514,business,10,CA,CA,9640.44,ach,CP2230,structuring,1,1
AL001951,C82628,private,19,BR,JP,50000.0,wire,CP2305,round_amount,0,0
AL001952,C94071,retail,9,FR,CA,49296.5,wire,CP3486,dormant_reactivation,1,0
AL001953,C96755,retail,19,US,DE,230060.27,wire,CP4039,sanctions_match,0,0
AL001954,C19837,retail,23,FR,MX,9986.37,wire,CP1033,structuring,1,0
AL001955,C57040,retail,8,SG,CA,23433.93,ach,CP7978,dormant_reactivation,1,0
AL001956,C55595,retail,10,DE,IR,574.54,card,CP7584,velocity,1,0
AL001957,C57398,retail,4,FR,TR,5000.0,ach,CP7637,round_amount,0,0
AL001958,C10667,retail,3,US,US,73868.04,card,CP7194,sanctions_match,3,0
AL001959,C10449,retail,3,BR,MX,196969.6,ach,CP7747,sanctions_match,2,0
AL001960,C75732,retail,13,FR,IR,10000.0,ach,CP2823,round_amount,0,0
AL001961,C46401,retail,9,NG,DE,9009.35,wire,CP8717,structuring,1,1
AL001962,C89343,retail,17,DE,FR,821.56,wire,CP2897,sanctions_match,1,0
AL001963,C68064,retail,10,AE,DE,3351.72,card,CP3385,velocity,3,0
AL001964,C74143,retail,21,GB,AE,46488.15,wire,CP1670,pep_match,1,0
AL001965,C53178,retail,9,DE,US,3824.84,card,CP4974,pep_match,0,0
AL001966,C92419,retail,14,GB,CA,13279.32,ach,CP3111,dormant_reactivation,0,0
AL001967,C98301,retail,22,DE,DE,17348.77,card,CP4724,pep_match,1,0
AL001968,C41398,retail,14,CA,CA,9604.36,ach,CP7594,structuring,3,1
AL001969,C46471,retail,24,JP,JP,25000.0,ach,CP4056,round_amount,0,0
AL001970,C81201,retail,4,AU,AU,17752.66,ach,CP8031,high_risk_geo,0,0
AL001971,C15666,retail,11,US,AU,10000.0,wire,CP2359,round_amount,2,0
AL001972,C56886,retail,17,AU,DE,100000.0,wire,CP4603,round_amount,1,0
AL001973,C70271,retail,9,DE,AU,17275.61,ach,CP9173,high_risk_geo,2,0
AL001974,C14182,business,9,US,GB,9429.24,card,CP5487,structuring,0,0
AL001975,C51330,retail,10,FR,JP,1270.67,card,CP8512,velocity,1,0
AL001976,C41347,retail,11,AE,SG,21179.85,wire,CP4488,high_risk_geo,0,0
AL001977,C28258,retail,20,JP,FR,947.35,wire,CP9607,velocity,0,0
AL001978,C68015,retail,19,US,TR,13701.67,wire,CP3587,high_risk_geo,3,0
AL001979,C25626,retail,24,GB,GB,75857.85,ach,CP6884,sanctions_match,0,1
AL001980,C38239,retail,11,AU,DE,5000.0,ach,CP2984,round_amount,8,0
AL001981,C85557,business,18,US,JP,46644.16,wire,CP4921,sanctions_match,0,1
AL001982,C94938,retail,5,DE,SG,151123.85,wire,CP6596,sanctions_match,1,0
AL001983,C56386,retail,16,GB,BR,35953.49,wire,CP6064,dormant_reactivation,0,0
AL001984,C20858,retail,4,GB,FR,39025.88,cash,CP7308,pep_match,5,0
AL001985,C25501,retail,0,CA,AU,2233.41,wire,CP5844,velocity,0,0
AL001986,C55167,business,13,CA,NG,50000.0,ach,CP3896,round_amount,0,0
AL001987,C81754,retail,20,AU,US,28859.83,ach,CP1900,pep_match,2,0
